id_nota,id_estudiante,id_materia,periodo,nota1,nota2,nota3,fecha_registro,observacion
355,47,4,2024-1,4.9,3.1,2.7,2024-01-24,
356,47,5,2024-1,4.5,4.6,3.5,2024-02-21,
357,47,6,2024-1,4.8,3.7,4.1,2024-02-06,
358,47,7,2024-1,2.2,1.7,3.2,2024-01-24,
359,47,8,2024-1,3.8,4.2,4.7,2024-03-09,
360,48,2,2024-1,2.6,2.0,2.3,2024-01-23,
361,48,3,2024-1,1.4,3.9,1.8,2024-02-07,
362,48,4,2024-1,1.2,1.3,4.2,2024-02-22,
363,48,5,2024-1,2.9,4.5,2.3,2024-01-28,Pariatur quidem perspiciatis natus eaque eaque.
364,48,6,2024-1,1.8,4.0,4.0,2024-03-14,Ab excepturi voluptas autem architecto at quaerat.
365,48,7,2024-1,3.4,1.8,4.7,2024-02-28,
366,48,8,2024-1,2.9,3.6,2.2,2024-02-08,
367,49,1,2024-1,1.4,4.9,2.9,2024-02-13,Sequi accusantium quasi natus corrupti repellendus dolor hic.
368,49,2,2024-1,2.3,1.2,4.5,2024-02-07,Iusto officiis quia ad.
369,49,3,2024-1,4.7,3.3,2.7,2024-02-19,
370,49,4,2024-1,3.3,2.0,3.2,2024-02-08,Dolorum at dignissimos delectus eaque quasi.
371,49,5,2024-1,4.3,4.9,3.6,2024-03-03,
372,49,6,2024-1,2.4,1.6,3.2,2024-03-05,
373,49,7,2024-1,4.8,3.1,4.4,2024-02-25,
374,49,8,2024-1,4.1,2.6,4.4,2024-01-18,
375,50,1,2024-1,1.9,2.8,1.2,2024-01-15,Perferendis in autem deleniti.
376,50,2,2024-1,2.9,3.0,1.0,2024-03-13,
377,50,3,2024-1,3.9,3.1,2.1,2024-02-17,
378,50,4,2024-1,4.2,4.6,1.4,2024-02-11,
379,50,5,2024-1,3.5,2.0,2.4,2024-01-27,Vitae pariatur illo voluptatem architecto atque dicta.
380,50,6,2024-1,2.8,2.0,3.8,2024-02-09,
381,50,7,2024-1,3.6,4.4,4.0,2024-01-20,
382,50,8,2024-1,2.9,3.5,3.8,2024-02-19,
383,1,1,2024-2,4.1,3.3,4.4,2024-08-25,
384,1,2,2024-2,1.9,4.6,3.8,2024-07-17,
385,1,3,2024-2,1.3,4.7,4.6,2024-09-12,
386,1,4,2024-2,4.4,1.1,1.8,2024-09-12,
387,1,5,2024-2,2.6,1.3,1.6,2024-09-05,
388,1,6,2024-2,3.7,3.2,2.5,2024-08-08,Autem laboriosam similique est.
389,1,7,2024-2,3.9,3.0,4.9,2024-08-28,
390,1,8,2024-2,1.3,3.4,3.5,2024-09-06,
391,2,2,2024-2,2.1,5.0,3.0,2024-08-24,
392,2,3,2024-2,1.7,3.3,2.5,2024-08-11,Amet sunt unde beatae provident eos.
393,2,4,2024-2,3.9,1.3,1.6,2024-07-30,Accusamus similique enim est.
394,2,5,2024-2,2.6,2.4,1.4,2024-08-31,Voluptas totam suscipit unde blanditiis quia repellendus.
395,2,6,2024-2,2.1,1.5,1.7,2024-09-01,
396,2,7,2024-2,1.4,1.4,3.2,2024-08-10,
397,2,8,2024-2,2.5,2.2,2.6,2024-09-08,
398,3,1,2024-2,5.0,2.0,3.1,2024-09-10,Neque ratione exercitationem ad.
399,3,2,2024-2,2.2,3.0,1.3,2024-08-01,
400,3,3,2024-2,4.1,2.4,4.8,2024-08-14,Odio perspiciatis magnam incidunt.
401,3,4,2024-2,1.8,1.4,2.2,2024-08-23,Nam eveniet soluta sed reiciendis.
402,3,5,2024-2,2.5,4.4,2.8,2024-08-23,
403,3,6,2024-2,4.9,1.5,2.3,2024-08-25,Numquam debitis minus animi ea et.
404,3,7,2024-2,1.7,2.6,2.3,2024-08-04,Atque sunt officiis debitis similique accusantium asperiores.
405,3,8,2024-2,4.1,2.3,2.1,2024-08-20,Molestiae illum non dolor id voluptates dolorem.
406,4,1,2024-2,3.3,3.4,3.2,2024-09-12,Iste sapiente aspernatur cumque deleniti.
407,4,2,2024-2,3.9,4.8,1.8,2024-09-13,Aliquid architecto vitae vel minima consectetur non.
408,4,3,2024-2,4.3,4.2,2.6,2024-07-19,
409,4,4,2024-2,2.0,1.6,2.7,2024-07-30,
410,4,5,2024-2,2.9,2.6,3.0,2024-08-22,Aut sapiente optio perspiciatis omnis quisquam ipsa.
411,4,6,2024-2,1.1,4.9,3.8,2024-08-18,Rerum occaecati architecto quasi.
412,4,7,2024-2,1.3,4.1,3.6,2024-09-11,
413,4,8,2024-2,3.3,3.6,3.6,2024-07-17,Sunt accusantium cupiditate molestiae incidunt sit et.
414,5,1,2024-2,2.7,1.0,2.0,2024-09-03,
415,5,2,2024-2,3.8,1.9,2.5,2024-08-21,
416,5,3,2024-2,3.0,2.4,1.1,2024-08-28,
417,5,4,2024-2,1.5,4.8,1.6,2024-07-20,
418,5,5,2024-2,3.1,2.4,1.4,2024-07-28,Harum odit eveniet amet laboriosam est.
419,5,6,2024-2,2.2,4.2,1.5,2024-07-19,Tenetur rem illo nihil.
420,5,7,2024-2,4.2,4.7,4.0,2024-08-27,
421,5,8,2024-2,3.2,4.8,1.9,2024-08-05,
422,6,1,2024-2,3.6,2.6,3.9,2024-08-24,Error blanditiis eaque iste cumque inventore eaque reprehenderit.
423,6,2,2024-2,2.6,3.8,1.8,2024-08-11,Perferendis sequi vitae.
424,6,3,2024-2,3.3,4.2,3.1,2024-07-19,
425,6,4,2024-2,2.0,4.5,3.1,2024-07-22,Blanditiis temporibus accusamus repellendus.
426,6,5,2024-2,2.6,1.5,2.4,2024-08-23,
427,6,6,2024-2,3.8,2.2,3.5,2024-08-27,
428,6,7,2024-2,2.0,1.5,2.5,2024-07-22,
429,6,8,2024-2,1.6,2.5,1.7,2024-08-22,Neque veritatis non unde saepe quaerat quidem.
430,7,1,2024-2,4.7,1.7,1.7,2024-08-25,
431,7,2,2024-2,2.8,1.2,2.4,2024-09-06,
432,7,3,2024-2,2.5,3.2,3.6,2024-09-05,
433,7,4,2024-2,4.4,3.0,1.3,2024-08-29,
434,7,5,2024-2,1.1,1.9,2.2,2024-08-02,Deleniti ab dolorum rem.
435,7,6,2024-2,4.1,3.2,1.5,2024-09-02,
436,7,7,2024-2,5.0,3.2,4.0,2024-09-05,Veritatis quis quia voluptatum.
437,7,8,2024-2,5.0,1.4,4.3,2024-07-28,Eos unde facilis quasi cum.
438,8,1,2024-2,2.8,2.4,4.3,2024-07-17,
439,8,3,2024-2,1.8,4.0,3.8,2024-07-30,Praesentium nihil dolores at quaerat ratione libero.
440,8,4,2024-2,1.7,1.6,1.8,2024-08-11,
441,8,5,2024-2,3.1,3.4,1.7,2024-08-06,Voluptatibus blanditiis repudiandae amet magnam dolores illum.
442,8,6,2024-2,2.1,4.4,4.9,2024-08-20,Quasi ipsum mollitia ullam quis.
443,8,7,2024-2,4.1,4.7,5.0,2024-09-01,Dolorem mollitia assumenda dicta ratione.
444,8,8,2024-2,1.5,1.6,2.3,2024-09-08,
445,9,1,2024-2,3.0,3.3,2.1,2024-08-09,
446,9,2,2024-2,4.2,4.1,2.6,2024-08-24,Recusandae expedita illo.
447,9,3,2024-2,2.5,4.8,2.3,2024-09-09,
448,9,4,2024-2,1.4,4.9,3.5,2024-08-30,Repellendus laboriosam nulla non praesentium.
449,9,5,2024-2,3.1,1.9,2.7,2024-09-03,
450,9,6,2024-2,2.1,3.2,1.5,2024-09-06,Accusamus dolor ullam sed debitis incidunt.
451,9,7,2024-2,3.7,1.2,1.4,2024-09-10,Eius ducimus dolores magnam.
452,9,8,2024-2,4.7,1.6,2.8,2024-07-22,Cumque blanditiis ratione consequatur cumque in rem repellat.
453,10,1,2024-2,4.6,4.5,2.2,2024-08-28,Ea laborum inventore consequuntur voluptas.
454,10,2,2024-2,3.6,2.0,2.5,2024-07-20,Atque distinctio porro qui.
455,10,3,2024-2,3.5,3.9,4.0,2024-08-09,
456,10,4,2024-2,1.0,2.9,1.5,2024-07-21,
457,10,5,2024-2,1.0,2.4,1.5,2024-07-15,Sed illo quos pariatur quibusdam inventore.
458,10,6,2024-2,1.3,2.5,3.9,2024-08-14,
459,10,7,2024-2,2.2,2.5,4.3,2024-09-09,Hic atque rem saepe quam minima.
460,10,8,2024-2,1.6,3.1,1.0,2024-08-27,Mollitia consequatur deleniti at qui laudantium sed.
461,11,1,2024-2,1.9,4.0,4.7,2024-08-30,Culpa cumque aperiam minima cupiditate possimus unde.
462,11,2,2024-2,1.3,1.4,4.0,2024-07-28,
463,11,3,2024-2,2.3,1.6,2.1,2024-08-11,
464,11,4,2024-2,3.9,2.1,4.8,2024-08-22,
465,11,5,2024-2,2.2,3.1,3.0,2024-09-09,Facilis tempore laboriosam veritatis maiores dolores possimus.
466,11,6,2024-2,4.1,4.2,2.0,2024-07-18,
467,11,7,2024-2,3.4,3.1,4.9,2024-08-24,Rerum soluta distinctio accusantium officiis.
468,11,8,2024-2,2.5,4.4,2.7,2024-07-23,
469,12,1,2024-2,4.8,4.1,1.1,2024-08-14,
470,12,2,2024-2,4.7,4.8,2.6,2024-07-17,
471,12,3,2024-2,2.7,3.8,1.3,2024-09-02,
472,12,4,2024-2,1.3,1.3,4.7,2024-08-01,Vitae consequatur ex mollitia maxime.
473,12,5,2024-2,2.6,3.5,4.3,2024-08-04,Blanditiis reprehenderit deleniti iste provident similique quis.
474,12,6,2024-2,2.7,4.8,2.0,2024-08-28,
475,12,7,2024-2,2.8,3.4,2.2,2024-07-22,Repellendus dolorum dolorem veniam blanditiis iusto occaecati.
476,12,8,2024-2,1.1,1.5,1.0,2024-07-22,
477,13,1,2024-2,4.1,3.9,1.7,2024-08-17,
478,13,2,2024-2,3.9,1.5,4.6,2024-08-01,
479,13,3,2024-2,1.3,3.8,3.3,2024-08-17,
480,13,4,2024-2,1.2,4.4,1.7,2024-08-07,
481,13,5,2024-2,3.3,3.9,1.9,2024-09-10,
482,13,6,2024-2,1.0,1.2,2.5,2024-09-08,Nisi mollitia repudiandae sit tempora.
483,13,7,2024-2,1.1,4.2,3.9,2024-09-07,Quis labore doloribus delectus natus harum vitae.
484,13,8,2024-2,2.7,3.9,2.1,2024-07-30,
485,14,1,2024-2,3.7,1.2,1.9,2024-08-16,
486,14,2,2024-2,1.3,2.9,2.1,2024-08-09,Numquam voluptate sapiente quas cupiditate molestias corporis qui.
487,14,3,2024-2,2.8,2.5,2.2,2024-08-19,Deleniti veritatis delectus accusamus mollitia.
488,14,4,2024-2,2.9,3.4,3.0,2024-07-30,Provident eligendi illo placeat.
489,14,5,2024-2,3.2,4.2,1.6,2024-09-10,Quisquam vel expedita eveniet maiores cupiditate doloribus.
490,14,6,2024-2,2.4,4.4,4.5,2024-08-18,Tempore occaecati animi porro non deserunt.
491,14,7,2024-2,2.5,4.0,2.2,2024-08-26,
492,15,1,2024-2,4.9,1.6,2.1,2024-07-18,
493,15,2,2024-2,3.1,3.8,2.5,2024-09-07,Vel asperiores numquam cupiditate.
494,15,3,2024-2,3.0,3.5,2.6,2024-07-21,
495,15,4,2024-2,4.9,1.9,2.0,2024-08-26,
496,15,5,2024-2,4.3,2.3,2.8,2024-08-28,
497,15,6,2024-2,4.1,3.3,1.6,2024-07-23,
498,15,7,2024-2,1.5,2.4,4.1,2024-08-10,
499,15,8,2024-2,1.5,1.6,3.7,2024-09-07,Quibusdam perferendis dolores quaerat enim velit.
500,16,1,2024-2,1.9,4.4,1.6,2024-07-17,Quasi occaecati eum molestiae hic.
501,16,3,2024-2,3.7,2.0,5.0,2024-07-18,
502,16,4,2024-2,3.2,3.2,1.4,2024-08-12,
503,16,5,2024-2,1.0,4.3,4.9,2024-07-22,
504,16,6,2024-2,3.7,4.8,1.3,2024-08-07,
505,16,7,2024-2,1.1,1.3,4.6,2024-07-19,
506,16,8,2024-2,4.4,4.2,1.5,2024-09-10,Debitis sint voluptatem eligendi ipsa.
507,17,1,2024-2,3.3,4.3,2.6,2024-09-12,
508,17,2,2024-2,2.4,4.6,2.1,2024-07-26,
509,17,3,2024-2,3.5,2.0,2.2,2024-08-23,
510,17,4,2024-2,1.4,2.5,2.7,2024-07-18,Maxime in debitis rem molestiae.
511,17,5,2024-2,3.5,4.2,4.2,2024-07-30,Voluptatem assumenda officiis.
512,17,6,2024-2,2.9,4.1,2.4,2024-08-06,
513,17,7,2024-2,1.7,2.3,1.9,2024-08-01,Autem distinctio id.
514,17,8,2024-2,4.2,2.9,2.4,2024-07-18,
515,18,1,2024-2,1.4,3.6,2.1,2024-07-25,Officia nostrum praesentium non voluptas.
516,18,2,2024-2,4.1,4.8,3.3,2024-07-18,Reiciendis quasi molestiae nemo nobis ipsum tenetur dolores.
517,18,3,2024-2,4.4,4.4,1.7,2024-09-12,
518,18,4,2024-2,2.4,3.4,3.8,2024-08-28,
519,18,5,2024-2,3.3,1.8,5.0,2024-07-24,Nemo earum omnis quia quos.
520,18,6,2024-2,1.7,1.2,1.2,2024-08-03,Odio consectetur fugit velit dolores et debitis.
521,18,7,2024-2,1.0,4.7,1.8,2024-08-14,
522,18,8,2024-2,4.2,4.5,1.2,2024-09-11,
523,19,1,2024-2,4.1,4.4,4.4,2024-07-24,Consequuntur eius nostrum esse eos soluta.
524,19,2,2024-2,3.6,3.3,2.3,2024-09-13,
525,19,4,2024-2,4.2,4.8,3.6,2024-08-11,
526,19,6,2024-2,3.5,2.4,3.7,2024-09-12,Numquam veritatis beatae excepturi adipisci eos temporibus.
527,19,7,2024-2,3.8,1.5,3.9,2024-08-30,Corrupti vel provident.
528,19,8,2024-2,4.4,4.1,3.3,2024-08-09,
529,20,1,2024-2,4.9,1.9,3.3,2024-09-04,Aspernatur ipsam voluptatum beatae qui id.
530,20,2,2024-2,1.3,2.4,2.3,2024-08-31,Autem dignissimos similique reiciendis suscipit commodi.
531,20,4,2024-2,3.6,4.5,2.8,2024-08-26,
532,20,5,2024-2,2.4,4.1,3.9,2024-07-19,
533,20,6,2024-2,4.9,4.5,3.0,2024-08-10,
534,20,7,2024-2,4.3,4.2,3.3,2024-07-21,Ipsa tenetur totam repellendus laudantium.
535,20,8,2024-2,1.3,4.4,2.2,2024-08-12,
536,21,2,2024-2,4.6,1.6,1.3,2024-07-25,Aut distinctio esse molestiae autem eveniet tempora.
537,21,4,2024-2,4.6,3.8,2.7,2024-08-23,Porro necessitatibus maiores ut consequatur neque.
538,21,5,2024-2,1.6,1.4,1.8,2024-08-11,
539,21,6,2024-2,4.7,3.2,3.6,2024-08-30,
540,21,7,2024-2,3.3,4.4,1.6,2024-08-09,
541,21,8,2024-2,4.3,3.5,2.9,2024-08-02,
542,22,1,2024-2,2.2,1.3,4.4,2024-08-24,
543,22,2,2024-2,4.6,2.1,3.6,2024-08-15,
544,22,3,2024-2,2.5,2.8,2.1,2024-08-08,
545,22,4,2024-2,3.3,1.6,3.8,2024-08-01,
546,22,5,2024-2,3.2,4.9,3.4,2024-09-04,
547,22,6,2024-2,3.1,4.9,3.7,2024-09-05,Laboriosam ipsam ad aut laboriosam dolore.
548,22,7,2024-2,2.9,1.3,4.6,2024-07-30,Voluptate hic quibusdam ea eos impedit explicabo reprehenderit.
549,22,8,2024-2,3.1,3.3,4.9,2024-09-10,
550,23,1,2024-2,1.7,4.9,4.9,2024-08-12,Ab explicabo culpa odio blanditiis nesciunt.
551,23,2,2024-2,1.3,3.7,1.8,2024-08-11,Libero illum aliquam enim ipsum aliquid iste.
552,23,3,2024-2,2.0,4.6,4.7,2024-08-22,
553,23,4,2024-2,3.2,4.4,3.1,2024-08-09,Accusamus itaque repellendus commodi voluptas veritatis vel.
554,23,5,2024-2,3.5,3.1,2.7,2024-08-28,
555,23,6,2024-2,3.3,4.9,1.4,2024-08-21,
556,23,7,2024-2,2.1,3.1,2.4,2024-09-03,
557,23,8,2024-2,3.3,2.9,1.7,2024-08-15,
558,24,1,2024-2,3.8,1.2,4.6,2024-08-27,
559,24,2,2024-2,2.9,2.1,2.5,2024-08-31,
560,24,3,2024-2,2.1,3.0,3.8,2024-08-03,
561,24,4,2024-2,2.2,4.0,4.1,2024-07-23,
562,24,5,2024-2,3.6,1.8,1.8,2024-08-22,At illum error soluta.
563,24,6,2024-2,3.1,2.5,1.2,2024-09-01,Minima recusandae doloribus.
564,24,7,2024-2,3.0,1.5,4.4,2024-08-29,Minima aut modi veritatis at.
565,24,8,2024-2,4.5,1.8,1.2,2024-07-27,
566,25,1,2024-2,3.8,2.1,4.3,2024-08-07,
567,25,2,2024-2,3.7,2.0,3.0,2024-07-22,
568,25,4,2024-2,2.4,1.7,4.6,2024-08-19,Omnis debitis necessitatibus nam.
569,25,5,2024-2,1.1,1.2,4.4,2024-08-02,Optio consectetur culpa omnis error alias omnis.
570,25,6,2024-2,3.6,3.7,2.1,2024-07-29,
571,25,7,2024-2,4.9,3.7,2.9,2024-09-02,
572,25,8,2024-2,1.0,2.0,4.2,2024-09-04,
573,26,2,2024-2,4.6,4.4,2.8,2024-08-11,
574,26,3,2024-2,4.3,2.6,1.4,2024-08-17,
575,26,4,2024-2,4.4,3.2,3.4,2024-09-06,
576,26,5,2024-2,1.3,5.0,3.6,2024-08-14,Asperiores rerum odio aut quia cupiditate.
577,26,6,2024-2,4.8,3.6,1.8,2024-08-29,
578,26,7,2024-2,4.2,4.2,3.4,2024-07-18,Aliquid veritatis officia alias debitis corporis nam.
579,26,8,2024-2,1.1,3.0,2.2,2024-08-30,Porro incidunt dignissimos odit porro occaecati aspernatur quas.
580,27,1,2024-2,1.1,3.8,3.3,2024-08-31,
581,27,2,2024-2,3.7,3.6,2.9,2024-07-29,Quae suscipit animi nam magnam illum.
582,27,3,2024-2,4.4,4.4,4.5,2024-08-03,
583,27,4,2024-2,4.0,3.9,3.2,2024-07-23,Illo velit id consectetur ipsam.
584,27,5,2024-2,2.3,1.4,2.4,2024-09-10,Beatae ut ut eligendi atque.
585,27,6,2024-2,4.5,2.5,3.3,2024-09-03,
586,27,7,2024-2,4.5,3.3,4.8,2024-07-18,
587,27,8,2024-2,1.5,3.7,3.1,2024-08-16,
588,28,1,2024-2,1.5,1.8,2.6,2024-07-24,
589,28,2,2024-2,1.6,4.4,1.7,2024-08-13,
590,28,3,2024-2,2.3,1.2,2.8,2024-07-26,
591,28,4,2024-2,4.1,3.0,4.1,2024-08-20,
592,28,5,2024-2,2.7,2.7,2.9,2024-08-24,
593,28,6,2024-2,2.5,1.1,2.3,2024-08-30,Nisi repellendus animi temporibus.
594,28,7,2024-2,1.0,3.9,1.9,2024-08-27,Beatae ut nobis magni labore illum.
595,28,8,2024-2,2.5,3.4,1.7,2024-07-21,Vel occaecati dolorem vel.
596,29,1,2024-2,2.8,3.1,3.1,2024-08-02,
597,29,2,2024-2,2.4,4.6,2.4,2024-07-23,
598,29,3,2024-2,4.2,1.1,1.9,2024-09-11,Totam excepturi suscipit voluptate perferendis error.
599,29,4,2024-2,3.4,1.7,2.5,2024-07-16,Assumenda tempora cumque unde unde illo a.
600,29,5,2024-2,3.6,4.1,3.5,2024-09-09,
601,29,6,2024-2,3.6,1.1,3.8,2024-07-21,
602,29,7,2024-2,2.0,3.8,1.8,2024-08-19,Nam beatae cupiditate tempore voluptate.
603,29,8,2024-2,3.6,3.6,2.1,2024-08-10,Blanditiis doloremque nam voluptate laboriosam veritatis.
604,30,1,2024-2,4.6,3.0,3.5,2024-09-06,
605,30,2,2024-2,1.8,1.8,2.1,2024-08-15,
606,30,3,2024-2,2.6,1.6,3.2,2024-08-29,Dolores enim sed quasi iste suscipit repellat.
607,30,4,2024-2,2.3,1.0,3.7,2024-08-14,Beatae dolores accusamus officia autem accusamus officiis sapiente.
608,30,5,2024-2,3.0,4.8,4.1,2024-08-26,
609,30,6,2024-2,2.0,1.9,5.0,2024-09-10,
610,30,7,2024-2,4.3,4.5,4.4,2024-07-21,
611,30,8,2024-2,4.0,1.4,4.0,2024-08-11,
612,31,1,2024-2,3.6,2.3,4.6,2024-08-26,Perferendis perspiciatis ut odio placeat.
613,31,2,2024-2,1.4,4.3,1.7,2024-08-30,
614,31,4,2024-2,3.8,2.9,2.7,2024-08-08,Consequuntur voluptates soluta molestias reprehenderit nesciunt at.
615,31,5,2024-2,3.8,1.2,4.8,2024-07-23,
616,31,6,2024-2,2.9,3.3,2.8,2024-08-21,Aliquam minus voluptas aut.
617,31,7,2024-2,1.1,3.7,4.4,2024-08-23,Ex inventore dolor modi iste iusto.
618,31,8,2024-2,3.0,4.6,2.8,2024-09-11,
619,32,1,2024-2,3.8,3.7,4.1,2024-07-15,
620,32,2,2024-2,4.5,3.1,3.8,2024-08-26,Optio officia neque aperiam quam nemo impedit.
621,32,3,2024-2,2.0,2.4,3.7,2024-08-30,
622,32,4,2024-2,4.6,3.5,1.0,2024-08-19,Veritatis repellendus fugit numquam ullam doloremque quia.
623,32,5,2024-2,4.4,4.5,1.3,2024-08-14,
624,32,6,2024-2,1.2,1.9,3.6,2024-08-01,
625,32,7,2024-2,2.8,3.3,1.4,2024-08-13,
626,32,8,2024-2,4.0,1.1,2.6,2024-08-15,
627,33,1,2024-2,1.4,3.4,3.5,2024-09-05,
628,33,2,2024-2,3.6,2.8,2.4,2024-07-28,Voluptas libero quibusdam.
629,33,3,2024-2,2.8,3.2,3.5,2024-09-07,
630,33,4,2024-2,2.8,1.4,3.6,2024-08-29,
631,33,5,2024-2,4.9,2.2,3.1,2024-08-24,Itaque rerum distinctio ab fugit.
632,33,6,2024-2,3.0,4.3,4.0,2024-07-25,
633,33,7,2024-2,1.8,4.7,2.6,2024-07-27,
634,33,8,2024-2,2.4,4.0,1.2,2024-08-29,Facere perspiciatis distinctio consequuntur quia a quibusdam illum.
635,34,1,2024-2,4.1,2.8,3.6,2024-07-22,Accusantium beatae sequi ducimus architecto quibusdam assumenda.
636,34,2,2024-2,1.0,3.9,3.2,2024-08-15,
637,34,3,2024-2,3.0,4.7,1.7,2024-09-12,
638,34,4,2024-2,1.4,3.6,3.4,2024-07-23,
639,34,5,2024-2,4.9,4.7,4.0,2024-08-10,
640,34,8,2024-2,1.6,3.4,4.5,2024-07-23,
641,35,1,2024-2,4.4,3.8,4.7,2024-08-19,Alias sapiente ea sunt.
642,35,2,2024-2,3.9,3.7,4.7,2024-08-23,
643,35,3,2024-2,3.0,3.8,2.3,2024-07-26,
644,35,4,2024-2,3.3,4.8,3.8,2024-08-14,Itaque expedita doloribus accusamus ipsam quo pariatur.
645,35,5,2024-2,2.1,4.4,4.2,2024-08-18,
646,35,6,2024-2,1.2,1.2,2.1,2024-07-24,Amet distinctio perspiciatis recusandae.
647,35,8,2024-2,4.4,3.8,2.2,2024-07-24,Ducimus sit assumenda.
648,36,1,2024-2,2.8,3.5,3.7,2024-09-05,
649,36,2,2024-2,3.2,2.0,4.1,2024-08-25,Eum necessitatibus odit aut.
650,36,3,2024-2,1.2,2.5,2.7,2024-08-26,Sapiente odio consequatur a.
651,36,4,2024-2,1.2,4.0,1.8,2024-08-19,Saepe voluptatem ipsam alias rerum voluptas dolores.
652,36,5,2024-2,4.3,4.6,3.8,2024-08-12,Expedita aliquam earum facere velit esse in.
653,36,6,2024-2,4.0,1.8,3.9,2024-08-18,
654,36,7,2024-2,1.3,4.8,3.9,2024-08-27,
655,36,8,2024-2,3.2,1.5,3.3,2024-08-01,
656,37,1,2024-2,4.7,1.2,4.7,2024-08-29,
657,37,2,2024-2,3.5,3.6,3.0,2024-08-24,
658,37,3,2024-2,3.8,3.1,4.8,2024-09-03,
659,37,4,2024-2,2.7,3.1,1.4,2024-07-25,
660,37,5,2024-2,2.3,2.2,4.8,2024-08-05,Tempore ut nemo.
661,37,6,2024-2,4.3,4.9,1.0,2024-08-19,Inventore aspernatur exercitationem vel.
662,37,7,2024-2,3.6,4.7,2.0,2024-09-10,
663,37,8,2024-2,4.7,4.8,2.5,2024-08-08,
664,38,1,2024-2,3.1,4.1,3.1,2024-09-11,
665,38,2,2024-2,4.6,1.8,3.1,2024-08-02,Laboriosam nemo at eaque quis suscipit deleniti.
666,38,3,2024-2,3.2,1.0,1.3,2024-09-02,Debitis corporis iusto libero eveniet omnis.
667,38,4,2024-2,3.7,4.3,1.8,2024-09-08,Atque eos repellendus ab labore.
668,38,5,2024-2,4.1,3.6,4.8,2024-08-31,Nisi nihil labore nemo vero enim rerum in.
669,38,6,2024-2,3.9,1.2,1.3,2024-08-13,
670,38,7,2024-2,3.3,1.9,2.0,2024-07-19,
671,38,8,2024-2,2.3,2.6,1.5,2024-08-11,
672,39,1,2024-2,4.0,3.3,3.8,2024-07-19,
673,39,2,2024-2,2.2,3.7,3.4,2024-07-21,
674,39,3,2024-2,2.6,3.6,2.9,2024-08-08,
675,39,4,2024-2,4.2,4.4,2.2,2024-08-09,Doloremque minima nam ullam dolor.
676,39,5,2024-2,4.7,4.2,3.9,2024-09-09,
677,39,6,2024-2,4.5,1.6,1.2,2024-08-19,
678,39,7,2024-2,4.8,2.2,4.0,2024-08-19,Architecto dolorum libero totam cum praesentium cupiditate odit.
679,39,8,2024-2,4.6,4.4,1.6,2024-08-10,
680,40,1,2024-2,1.8,1.7,4.2,2024-07-31,Eius facere ducimus quos laborum aliquam.
681,40,2,2024-2,5.0,3.2,3.6,2024-09-12,
682,40,3,2024-2,1.4,3.9,2.9,2024-07-31,
683,40,4,2024-2,1.9,2.1,1.3,2024-08-25,
684,40,5,2024-2,3.5,2.2,3.3,2024-08-05,
685,40,6,2024-2,4.8,1.7,2.3,2024-08-04,Mollitia dolore accusamus omnis molestiae omnis illum.
686,40,7,2024-2,2.7,4.4,1.5,2024-08-25,Doloribus est nisi odit corporis illo aspernatur.
687,40,8,2024-2,2.8,4.1,2.9,2024-08-13,
688,41,1,2024-2,4.4,4.4,1.6,2024-07-20,
689,41,2,2024-2,3.5,3.9,4.6,2024-09-09,Officia perferendis voluptates qui consequatur quisquam.
690,41,3,2024-2,3.3,2.6,3.4,2024-09-05,Nihil odio aut adipisci qui.
691,41,4,2024-2,4.6,3.2,3.6,2024-08-18,
692,41,5,2024-2,4.1,3.9,2.2,2024-09-10,
693,41,6,2024-2,2.5,1.0,2.0,2024-08-09,In voluptatum optio minima laudantium.
694,41,8,2024-2,3.1,2.8,1.7,2024-09-01,Quo delectus nam assumenda consectetur.
695,42,1,2024-2,3.9,2.9,2.4,2024-07-24,
696,42,2,2024-2,2.1,1.9,3.7,2024-07-19,
697,42,3,2024-2,2.9,2.8,1.2,2024-08-08,Labore recusandae optio optio modi rem facere.
698,42,4,2024-2,4.9,3.5,2.1,2024-08-29,Provident ullam quibusdam adipisci dolor temporibus facilis magnam.
699,42,5,2024-2,1.7,3.6,2.5,2024-08-20,Eum rerum in provident quidem odit.
700,42,6,2024-2,2.0,4.9,1.9,2024-08-17,
701,42,7,2024-2,2.9,2.9,3.4,2024-08-06,
702,42,8,2024-2,1.9,3.1,2.1,2024-07-25,
703,43,1,2024-2,3.9,1.5,1.9,2024-08-22,Aperiam occaecati pariatur pariatur.
704,43,2,2024-2,3.7,2.9,3.4,2024-08-14,Asperiores quidem animi in assumenda.
705,43,3,2024-2,1.2,3.3,1.6,2024-07-30,Odit temporibus amet excepturi.
706,43,4,2024-2,1.6,1.7,4.7,2024-08-20,
707,43,5,2024-2,3.6,4.5,3.9,2024-08-20,Iusto commodi nisi modi beatae explicabo.
708,43,6,2024-2,2.8,5.0,4.5,2024-07-28,
709,43,7,2024-2,1.6,3.3,4.1,2024-08-22,Numquam nihil accusamus.
710,43,8,2024-2,3.9,2.4,2.8,2024-07-25,
711,44,1,2024-2,1.5,1.1,3.1,2024-08-08,Ea aut nobis voluptates qui.
712,44,2,2024-2,1.6,1.4,2.9,2024-09-05,Quod porro deserunt eligendi illo.
713,44,3,2024-2,3.1,4.0,1.4,2024-09-03,Dignissimos reprehenderit possimus nobis nam at quos sunt.
